PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30317697","Environmental enrichment has minimal effects on behavior in the Shank3 complete knockout model of autism spectrum disorder","Hulbert SW, Bey AL, Jiang YH.","Brain Behav. 2018 Nov;8(11):e01107. doi: 10.1002/brb3.1107. Epub 2018 Oct 13.","Hulbert SW","Brain Behav","2018","2018/10/15","PMC6236244","","10.1002/brb3.1107"
"21565394","Enhanced polyubiquitination of Shank3 and NMDA receptor in a mouse model of autism","Bangash MA, Park JM, Melnikova T, Wang D, Jeon SK, Lee D, Syeda S, Kim J, Kouser M, Schwartz J, Cui Y, Zhao X, Speed HE, Kee SE, Tu JC, Hu JH, Petralia RS, Linden DJ, Powell CM, Savonenko A, Xiao B, Worley PF.","Cell. 2011 May 27;145(5):758-72. doi: 10.1016/j.cell.2011.03.052. Epub 2011 May 12.","Bangash MA","Cell","2011","2011/05/14","PMC3110672","NIHMS296226","10.1016/j.cell.2011.03.052"
"29423971","Two de novo novel mutations in one SHANK3 allele in a patient with autism and moderate intellectual disability","Zhu W, Li J, Chen S, Zhang J, Vetrini F, Braxton A, Eng CM, Yang Y, Xia F, Keller KL, Okinaka-Hu L, Lee C, Holder JL Jr, Bi W.","Am J Med Genet A. 2018 Apr;176(4):973-979. doi: 10.1002/ajmg.a.38622. Epub 2018 Feb 9.","Zhu W","Am J Med Genet A","2018","2018/02/10","PMC5956516","NIHMS966078","10.1002/ajmg.a.38622"
"22093425","[Copy-number variations of SHANK3 and related clinical phenotypes in children with autism]","Chen BY, Zou XB, Zhang J, Deng HZ, Li JY, Li LY, Tang C, Zou YY.","Zhonghua Er Ke Za Zhi. 2011 Aug;49(8):607-11.","Chen BY","Zhonghua Er Ke Za Zhi","2011","2011/11/19","","",""
"32126198","Tau Reduction Prevents Key Features of Autism in Mouse Models","Tai C, Chang CW, Yu GQ, Lopez I, Yu X, Wang X, Guo W, Mucke L.","Neuron. 2020 May 6;106(3):421-437.e11. doi: 10.1016/j.neuron.2020.01.038. Epub 2020 Mar 2.","Tai C","Neuron","2020","2020/03/04","PMC7210056","NIHMS1568772","10.1016/j.neuron.2020.01.038"
"24613350","HITS-CLIP and integrative modeling define the Rbfox splicing-regulatory network linked to brain development and autism","Weyn-Vanhentenryck SM, Mele A, Yan Q, Sun S, Farny N, Zhang Z, Xue C, Herre M, Silver PA, Zhang MQ, Krainer AR, Darnell RB, Zhang C.","Cell Rep. 2014 Mar 27;6(6):1139-1152. doi: 10.1016/j.celrep.2014.02.005. Epub 2014 Mar 6.","Weyn-Vanhentenryck SM","Cell Rep","2014","2014/03/12","PMC3992522","NIHMS568300","10.1016/j.celrep.2014.02.005"
"22699619","Autistic-like behaviours and hyperactivity in mice lacking ProSAP1/Shank2","Schmeisser MJ, Ey E, Wegener S, Bockmann J, Stempel AV, Kuebler A, Janssen AL, Udvardi PT, Shiban E, Spilker C, Balschun D, Skryabin BV, Dieck St, Smalla KH, Montag D, Leblond CS, Faure P, Torquet N, Le Sourd AM, Toro R, Grabrucker AM, Shoichet SA, Schmitz D, Kreutz MR, Bourgeron T, Gundelfinger ED, Boeckers TM.","Nature. 2012 Apr 29;486(7402):256-60. doi: 10.1038/nature11015.","Schmeisser MJ","Nature","2012","2012/06/16","","","10.1038/nature11015"
"21751912","SHANK3, the synapse, and autism","Herbert MR.","N Engl J Med. 2011 Jul 14;365(2):173-5. doi: 10.1056/NEJMcibr1104261.","Herbert MR","N Engl J Med","2011","2011/07/15","","","10.1056/NEJMcibr1104261"
"31722214","Abnormal Striatal Development Underlies the Early Onset of Behavioral Deficits in Shank3B(-/-) Mice","Peixoto RT, Chantranupong L, Hakim R, Levasseur J, Wang W, Merchant T, Gorman K, Budnik B, Sabatini BL.","Cell Rep. 2019 Nov 12;29(7):2016-2027.e4. doi: 10.1016/j.celrep.2019.10.021.","Peixoto RT","Cell Rep","2019","2019/11/14","PMC6889826","NIHMS1542972","10.1016/j.celrep.2019.10.021"
"22573675","Reduced excitatory neurotransmission and mild autism-relevant phenotypes in adolescent Shank3 null mutant mice","Yang M, Bozdagi O, Scattoni ML, Wöhr M, Roullet FI, Katz AM, Abrams DN, Kalikhman D, Simon H, Woldeyohannes L, Zhang JY, Harris MJ, Saxena R, Silverman JL, Buxbaum JD, Crawley JN.","J Neurosci. 2012 May 9;32(19):6525-41. doi: 10.1523/JNEUROSCI.6107-11.2012.","Yang M","J Neurosci","2012","2012/05/11","PMC3362928","NIHMS377092","10.1523/JNEUROSCI.6107-11.2012"
"32123378","Dysfunction of cortical GABAergic neurons leads to sensory hyper-reactivity in a Shank3 mouse model of ASD","Chen Q, Deister CA, Gao X, Guo B, Lynn-Jones T, Chen N, Wells MF, Liu R, Goard MJ, Dimidschstein J, Feng S, Shi Y, Liao W, Lu Z, Fishell G, Moore CI, Feng G.","Nat Neurosci. 2020 Apr;23(4):520-532. doi: 10.1038/s41593-020-0598-6. Epub 2020 Mar 2.","Chen Q","Nat Neurosci","2020","2020/03/04","PMC7131894","NIHMS1552758","10.1038/s41593-020-0598-6"
"31678916","A 22q13.33 duplication harbouring the SHANK3 gene: does it cause neuropsychiatric disorders?","Johannessen M, Haugen IB, Bakken TL, Braaten Ø.","BMJ Case Rep. 2019 Nov 2;12(11):e228258. doi: 10.1136/bcr-2018-228258.","Johannessen M","BMJ Case Rep","2019","2019/11/04","PMC6827803","","10.1136/bcr-2018-228258"
"28414299","An indirect route to repetitive actions","Lovinger DM.","J Clin Invest. 2017 May 1;127(5):1618-1621. doi: 10.1172/JCI93918. Epub 2017 Apr 17.","Lovinger DM","J Clin Invest","2017","2017/04/18","PMC5409064","","10.1172/JCI93918"
"18419324","The possible interplay of synaptic and clock genes in autism spectrum disorders","Bourgeron T.","Cold Spring Harb Symp Quant Biol. 2007;72:645-54. doi: 10.1101/sqb.2007.72.020.","Bourgeron T","Cold Spring Harb Symp Quant Biol","2007","2008/04/19","","","10.1101/sqb.2007.72.020"
"25721186","Randomized comparative trial of a social cognitive skills group for children with autism spectrum disorder","Soorya LV, Siper PM, Beck T, Soffes S, Halpern D, Gorenstein M, Kolevzon A, Buxbaum J, Wang AT.","J Am Acad Child Adolesc Psychiatry. 2015 Mar;54(3):208-216.e1. doi: 10.1016/j.jaac.2014.12.005. Epub 2014 Dec 20.","Soorya LV","J Am Acad Child Adolesc Psychiatry","2015","2015/02/28","PMC4346205","NIHMS660494","10.1016/j.jaac.2014.12.005"
"28002633","VTA DA neuron excitatory synapses in Shank3 Δex(4-9) mouse line","Bariselli S, Bellone C.","Synapse. 2017 Jun;71(6). doi: 10.1002/syn.21955. Epub 2017 Jan 27.","Bariselli S","Synapse","2017","2016/12/22","","","10.1002/syn.21955"
"30733854","Intestinal dysmotility in a zebrafish (Danio rerio) shank3a;shank3b mutant model of autism","James DM, Kozol RA, Kajiwara Y, Wahl AL, Storrs EC, Buxbaum JD, Klein M, Moshiree B, Dallman JE.","Mol Autism. 2019 Jan 31;10:3. doi: 10.1186/s13229-018-0250-4. eCollection 2019.","James DM","Mol Autism","2019","2019/02/09","PMC6357389","","10.1186/s13229-018-0250-4"
"27189882","Touchscreen learning deficits and normal social approach behavior in the Shank3B model of Phelan-McDermid Syndrome and autism","Copping NA, Berg EL, Foley GM, Schaffler MD, Onaga BL, Buscher N, Silverman JL, Yang M.","Neuroscience. 2017 Mar 14;345:155-165. doi: 10.1016/j.neuroscience.2016.05.016. Epub 2016 May 14.","Copping NA","Neuroscience","2017","2016/05/19","PMC5108683","NIHMS791938","10.1016/j.neuroscience.2016.05.016"
"29339533","Learning-dependent chromatin remodeling highlights noncoding regulatory regions linked to autism","Koberstein JN, Poplawski SG, Wimmer ME, Porcari G, Kao C, Gomes B, Risso D, Hakonarson H, Zhang NR, Schultz RT, Abel T, Peixoto L.","Sci Signal. 2018 Jan 16;11(513):eaan6500. doi: 10.1126/scisignal.aan6500.","Koberstein JN","Sci Signal","2018","2018/01/18","PMC6180319","NIHMS990792","10.1126/scisignal.aan6500"
"29121345","Early Postnatal Exposure to Airborne Fine Particulate Matter Induces Autism-like Phenotypes in Male Rats","Li K, Li L, Cui B, Gai Z, Li Q, Wang S, Yan J, Lin B, Tian L, Liu H, Liu X, Xi Z.","Toxicol Sci. 2018 Mar 1;162(1):189-199. doi: 10.1093/toxsci/kfx240.","Li K","Toxicol Sci","2018","2017/11/10","","","10.1093/toxsci/kfx240"
"30643170","Altered spinogenesis in iPSC-derived cortical neurons from patients with autism carrying de novo SHANK3 mutations","Gouder L, Vitrac A, Goubran-Botros H, Danckaert A, Tinevez JY, André-Leroux G, Atanasova E, Lemière N, Biton A, Leblond CS, Poulet A, Boland A, Deleuze JF, Benchoua A, Delorme R, Bourgeron T, Cloëz-Tayarani I.","Sci Rep. 2019 Jan 14;9(1):94. doi: 10.1038/s41598-018-36993-x.","Gouder L","Sci Rep","2019","2019/01/16","PMC6331634","","10.1038/s41598-018-36993-x"
"24298145","Shank mutant mice as an animal model of autism","Yoo J, Bakes J, Bradley C, Collingridge GL, Kaang BK.","Philos Trans R Soc Lond B Biol Sci. 2013 Dec 2;369(1633):20130143. doi: 10.1098/rstb.2013.0143. Print 2014 Jan 5.","Yoo J","Philos Trans R Soc Lond B Biol Sci","2013","2013/12/04","PMC3843875","","10.1098/rstb.2013.0143"
"23897824","SHANK3 gene mutations associated with autism facilitate ligand binding to the Shank3 ankyrin repeat region","Mameza MG, Dvoretskova E, Bamann M, Hönck HH, Güler T, Boeckers TM, Schoen M, Verpelli C, Sala C, Barsukov I, Dityatev A, Kreienkamp HJ.","J Biol Chem. 2013 Sep 13;288(37):26697-708. doi: 10.1074/jbc.M112.424747. Epub 2013 Jul 29.","Mameza MG","J Biol Chem","2013","2013/07/31","PMC3772216","","10.1074/jbc.M112.424747"
"29507711","17-β estradiol increases parvalbumin levels in Pvalb heterozygous mice and attenuates behavioral phenotypes with relevance to autism core symptoms","Filice F, Lauber E, Vörckel KJ, Wöhr M, Schwaller B.","Mol Autism. 2018 Mar 2;9:15. doi: 10.1186/s13229-018-0199-3. eCollection 2018.","Filice F","Mol Autism","2018","2018/03/07","PMC5833085","","10.1186/s13229-018-0199-3"
"26617779","Abnormal glutamate release in aged BTBR mouse model of autism","Wei H, Ding C, Jin G, Yin H, Liu J, Hu F.","Int J Clin Exp Pathol. 2015 Sep 1;8(9):10689-97. eCollection 2015.","Wei H","Int J Clin Exp Pathol","2015","2015/12/01","PMC4637594","",""
"31110290","Real-time analysis of the behaviour of groups of mice via a depth-sensing camera and machine learning","de Chaumont F, Ey E, Torquet N, Lagache T, Dallongeville S, Imbert A, Legou T, Le Sourd AM, Faure P, Bourgeron T, Olivo-Marin JC.","Nat Biomed Eng. 2019 Nov;3(11):930-942. doi: 10.1038/s41551-019-0396-1. Epub 2019 May 20.","de Chaumont F","Nat Biomed Eng","2019","2019/05/22","","","10.1038/s41551-019-0396-1"
"31604296","Outside-in: Rethinking the etiology of autism spectrum disorders","Orefice LL.","Science. 2019 Oct 4;366(6461):45-46. doi: 10.1126/science.aaz3880.","Orefice LL","Science","2019","2019/10/12","","","10.1126/science.aaz3880"
"31319798","A Brazilian cohort of individuals with Phelan-McDermid syndrome: genotype-phenotype correlation and identification of an atypical case","Samogy-Costa CI, Varella-Branco E, Monfardini F, Ferraz H, Fock RA, Barbosa RHA, Pessoa ALS, Perez ABA, Lourenço N, Vibranovski M, Krepischi A, Rosenberg C, Passos-Bueno MR.","J Neurodev Disord. 2019 Jul 18;11(1):13. doi: 10.1186/s11689-019-9273-1.","Samogy-Costa CI","J Neurodev Disord","2019","2019/07/20","PMC6637483","","10.1186/s11689-019-9273-1"
"32015180","Subacute Neuropsychiatric Syndrome in Girls With SHANK3 Mutations Responds to Immunomodulation","Bey AL, Gorman MP, Gallentine W, Kohlenberg TM, Frankovich J, Jiang YH, Van Haren K.","Pediatrics. 2020 Feb;145(2):e20191490. doi: 10.1542/peds.2019-1490.","Bey AL","Pediatrics","2020","2020/02/05","","","10.1542/peds.2019-1490"
"19384346","Copy number variation and association analysis of SHANK3 as a candidate gene for autism in the IMGSAC collection","Sykes NH, Toma C, Wilson N, Volpi EV, Sousa I, Pagnamenta AT, Tancredi R, Battaglia A, Maestrini E, Bailey AJ, Monaco AP; International Molecular Genetic Study of Autism Consortium (IMGSAC).","Eur J Hum Genet. 2009 Oct;17(10):1347-53. doi: 10.1038/ejhg.2009.47. Epub 2009 Apr 22.","Sykes NH","Eur J Hum Genet","2009","2009/04/23","PMC2752466","UKMS4006","10.1038/ejhg.2009.47"
"26929812","Overexpression of Homer1a in the basal and lateral amygdala impairs fear conditioning and induces an autism-like social impairment","Banerjee A, Luong JA, Ho A, Saib AO, Ploski JE.","Mol Autism. 2016 Feb 29;7:16. doi: 10.1186/s13229-016-0077-9. eCollection 2016.","Banerjee A","Mol Autism","2016","2016/03/02","PMC4770673","","10.1186/s13229-016-0077-9"
"28948968","Stem cell-derived neurons from autistic individuals with SHANK3 mutation show morphogenetic abnormalities during early development","Kathuria A, Nowosiad P, Jagasia R, Aigner S, Taylor RD, Andreae LC, Gatford NJF, Lucchesi W, Srivastava DP, Price J.","Mol Psychiatry. 2018 Mar;23(3):735-746. doi: 10.1038/mp.2017.185. Epub 2017 Sep 26.","Kathuria A","Mol Psychiatry","2018","2017/09/27","PMC5822449","","10.1038/mp.2017.185"
"28130356","A Novel Human CAMK2A Mutation Disrupts Dendritic Morphology and Synaptic Transmission, and Causes ASD-Related Behaviors","Stephenson JR, Wang X, Perfitt TL, Parrish WP, Shonesy BC, Marks CR, Mortlock DP, Nakagawa T, Sutcliffe JS, Colbran RJ.","J Neurosci. 2017 Feb 22;37(8):2216-2233. doi: 10.1523/JNEUROSCI.2068-16.2017. Epub 2017 Jan 27.","Stephenson JR","J Neurosci","2017","2017/01/29","PMC5338762","","10.1523/JNEUROSCI.2068-16.2017"
"27021819","Pharmacological enhancement of mGlu5 receptors rescues behavioral deficits in SHANK3 knock-out mice","Vicidomini C, Ponzoni L, Lim D, Schmeisser MJ, Reim D, Morello N, Orellana D, Tozzi A, Durante V, Scalmani P, Mantegazza M, Genazzani AA, Giustetto M, Sala M, Calabresi P, Boeckers TM, Sala C, Verpelli C.","Mol Psychiatry. 2017 May;22(5):689-702. doi: 10.1038/mp.2016.30. Epub 2016 Mar 29.","Vicidomini C","Mol Psychiatry","2017","2016/03/30","PMC5014121","EMS66921","10.1038/mp.2016.30"
"19545994","A synaptic trek to autism","Bourgeron T.","Curr Opin Neurobiol. 2009 Apr;19(2):231-4. doi: 10.1016/j.conb.2009.06.003. Epub 2009 Jun 21.","Bourgeron T","Curr Opin Neurobiol","2009","2009/06/24","","","10.1016/j.conb.2009.06.003"
"30911366","A multifaceted approach for analyzing complex phenotypic data in rodent models of autism","Das I, Estevez MA, Sarkar AA, Banerjee-Basu S.","Mol Autism. 2019 Mar 12;10:11. doi: 10.1186/s13229-019-0263-7. eCollection 2019.","Das I","Mol Autism","2019","2019/03/27","PMC6417187","","10.1186/s13229-019-0263-7"
"19348707","Genetics of autism spectrum disorders","Kumar RA, Christian SL.","Curr Neurol Neurosci Rep. 2009 May;9(3):188-97. doi: 10.1007/s11910-009-0029-2.","Kumar RA","Curr Neurol Neurosci Rep","2009","2009/04/08","","","10.1007/s11910-009-0029-2"
"18957284","Mutations in the gene encoding CADM1 are associated with autism spectrum disorder","Zhiling Y, Fujita E, Tanabe Y, Yamagata T, Momoi T, Momoi MY.","Biochem Biophys Res Commun. 2008 Dec 19;377(3):926-9. doi: 10.1016/j.bbrc.2008.10.107. Epub 2008 Oct 26.","Zhiling Y","Biochem Biophys Res Commun","2008","2008/10/30","","","10.1016/j.bbrc.2008.10.107"
"26158416","Cerebellar associative sensory learning defects in five mouse autism models","Kloth AD, Badura A, Li A, Cherskov A, Connolly SG, Giovannucci A, Bangash MA, Grasselli G, Peñagarikano O, Piochon C, Tsai PT, Geschwind DH, Hansel C, Sahin M, Takumi T, Worley PF, Wang SS.","Elife. 2015 Jul 9;4:e06085. doi: 10.7554/eLife.06085.","Kloth AD","Elife","2015","2015/07/10","PMC4512177","","10.7554/eLife.06085"
"21575668","Association study of the CNS patterning genes and autism in Han Chinese in Taiwan","Chien YL, Wu YY, Chiu YN, Liu SK, Tsai WC, Lin PI, Chen CH, Gau SS, Chien WH.","Prog Neuropsychopharmacol Biol Psychiatry. 2011 Aug 1;35(6):1512-7. doi: 10.1016/j.pnpbp.2011.04.010. Epub 2011 May 5.","Chien YL","Prog Neuropsychopharmacol Biol Psychiatry","2011","2011/05/18","","","10.1016/j.pnpbp.2011.04.010"
"26052099","Decreased expression of mGluR5 within the dorsolateral prefrontal cortex in autism and increased microglial number in mGluR5 knockout mice: Pathophysiological and neurobehavioral implications","Chana G, Laskaris L, Pantelis C, Gillett P, Testa R, Zantomio D, Burrows EL, Hannan AJ, Everall IP, Skafidas E.","Brain Behav Immun. 2015 Oct;49:197-205. doi: 10.1016/j.bbi.2015.05.009. Epub 2015 Jun 5.","Chana G","Brain Behav Immun","2015","2015/06/09","","","10.1016/j.bbi.2015.05.009"
"28638591","Replicable in vivo physiological and behavioral phenotypes of the Shank3B null mutant mouse model of autism","Dhamne SC, Silverman JL, Super CE, Lammers SHT, Hameed MQ, Modi ME, Copping NA, Pride MC, Smith DG, Rotenberg A, Crawley JN, Sahin M.","Mol Autism. 2017 Jun 15;8:26. doi: 10.1186/s13229-017-0142-z. eCollection 2017.","Dhamne SC","Mol Autism","2017","2017/06/23","PMC5472997","","10.1186/s13229-017-0142-z"
"27790361","A systematic variant annotation approach for ranking genes associated with autism spectrum disorders","Larsen E, Menashe I, Ziats MN, Pereanu W, Packer A, Banerjee-Basu S.","Mol Autism. 2016 Oct 21;7:44. doi: 10.1186/s13229-016-0103-y. eCollection 2016.","Larsen E","Mol Autism","2016","2016/10/30","PMC5075177","","10.1186/s13229-016-0103-y"
"27333044","Human Pluripotent Stem Cell-derived Cortical Neurons for High Throughput Medication Screening in Autism: A Proof of Concept Study in SHANK3 Haploinsufficiency Syndrome","Darville H, Poulet A, Rodet-Amsellem F, Chatrousse L, Pernelle J, Boissart C, Héron D, Nava C, Perrier A, Jarrige M, Cogé F, Millan MJ, Bourgeron T, Peschanski M, Delorme R, Benchoua A.","EBioMedicine. 2016 Jul;9:293-305. doi: 10.1016/j.ebiom.2016.05.032. Epub 2016 May 27.","Darville H","EBioMedicine","2016","2016/06/23","PMC4972535","","10.1016/j.ebiom.2016.05.032"
"19566951","Association study of SHANK3 gene polymorphisms with autism in Chinese Han population","Qin J, Jia M, Wang L, Lu T, Ruan Y, Liu J, Guo Y, Zhang J, Yang X, Yue W, Zhang D.","BMC Med Genet. 2009 Jun 30;10:61. doi: 10.1186/1471-2350-10-61.","Qin J","BMC Med Genet","2009","2009/07/02","PMC2721832","","10.1186/1471-2350-10-61"
"31990460","Multiplex ligation-dependent probe amplification as a screening test in children with autism spectrum disorders","Łaczmańska I, Stembalska A, Złocińska M, Kozłowska J, Skiba P, Pesz K, Ślęzak R, Śmigiel R, Jakubiak A, Misiak B, Sąsiadek MM.","Adv Clin Exp Med. 2020 Jan;29(1):101-106. doi: 10.17219/acem/112609.","Łaczmańska I","Adv Clin Exp Med","2020","2020/01/29","","","10.17219/acem/112609"
"17173049","Mutations in the gene encoding the synaptic scaffolding protein SHANK3 are associated with autism spectrum disorders","Durand CM, Betancur C, Boeckers TM, Bockmann J, Chaste P, Fauchereau F, Nygren G, Rastam M, Gillberg IC, Anckarsäter H, Sponheim E, Goubran-Botros H, Delorme R, Chabane N, Mouren-Simeoni MC, de Mas P, Bieth E, Rogé B, Héron D, Burglen L, Gillberg C, Leboyer M, Bourgeron T.","Nat Genet. 2007 Jan;39(1):25-7. doi: 10.1038/ng1933. Epub 2006 Dec 17.","Durand CM","Nat Genet","2007","2006/12/19","PMC2082049","HALMS166899","10.1038/ng1933"
"19432386","Multiple rare variants in the etiology of autism spectrum disorders","Buxbaum JD.","Dialogues Clin Neurosci. 2009;11(1):35-43. doi: 10.31887/DCNS.2009.11.1/jdbuxbaum.","Buxbaum JD","Dialogues Clin Neurosci","2009","2009/05/13","PMC3181906","","10.31887/DCNS.2009.11.1/jdbuxbaum"
"28486223","Novel Unbalanced Translocations Affecting the Long Arms of Chromosomes 10 and 22 Cause Complex Syndromes with Very Severe Neurodevelopmental Delay, Speech Impairment, Autistic Behavior, and Epilepsy","Coci EG, Auhuber A, Langenbach A, Mrasek K, Riedel J, Leenen A, Lücke T, Liehr T.","Cytogenet Genome Res. 2017;151(4):171-178. doi: 10.1159/000471501. Epub 2017 May 10.","Coci EG","Cytogenet Genome Res","2017","2017/05/10","","","10.1159/000471501"
"21062623","Analysis of a purported SHANK3 mutation in a boy with autism: clinical impact of rare variant research in neurodevelopmental disabilities","Kolevzon A, Cai G, Soorya L, Takahashi N, Grodberg D, Kajiwara Y, Willner JP, Tryfon A, Buxbaum JD.","Brain Res. 2011 Mar 22;1380:98-105. doi: 10.1016/j.brainres.2010.11.005. Epub 2010 Nov 6.","Kolevzon A","Brain Res","2011","2010/11/11","","","10.1016/j.brainres.2010.11.005"
"22558107","High-throughput sequencing of mGluR signaling pathway genes reveals enrichment of rare variants in autism","Kelleher RJ 3rd, Geigenmüller U, Hovhannisyan H, Trautman E, Pinard R, Rathmell B, Carpenter R, Margulies D.","PLoS One. 2012;7(4):e35003. doi: 10.1371/journal.pone.0035003. Epub 2012 Apr 27.","Kelleher RJ 3rd","PLoS One","2012","2012/05/05","PMC3338748","","10.1371/journal.pone.0035003"
"27300699","Prenatal Exposure to Histone Deacetylase Inhibitors Affects Gene Expression of Autism-Related Molecules and Delays Neuronal Maturation","Kawanai T, Ago Y, Watanabe R, Inoue A, Taruta A, Onaka Y, Hasebe S, Hashimoto H, Matsuda T, Takuma K.","Neurochem Res. 2016 Oct;41(10):2574-2584. doi: 10.1007/s11064-016-1969-y. Epub 2016 Jun 14.","Kawanai T","Neurochem Res","2016","2016/06/15","","","10.1007/s11064-016-1969-y"
"18421986","[Neurodevelopmental disturbance in the pathogenesis of major mental disorders]","Kamiya A, Kitabatake Y, Sawa A.","Brain Nerve. 2008 Apr;60(4):445-52.","Kamiya A","Brain Nerve","2008","2008/04/22","","",""
"22738016","Epileptic encephalopathies of the Landau-Kleffner and continuous spike and waves during slow-wave sleep types: genomic dissection makes the link with autism","Lesca G, Rudolf G, Labalme A, Hirsch E, Arzimanoglou A, Genton P, Motte J, de Saint Martin A, Valenti MP, Boulay C, De Bellescize J, Kéo-Kosal P, Boutry-Kryza N, Edery P, Sanlaville D, Szepetowski P.","Epilepsia. 2012 Sep;53(9):1526-38. doi: 10.1111/j.1528-1167.2012.03559.x. Epub 2012 Jun 27.","Lesca G","Epilepsia","2012","2012/06/29","","","10.1111/j.1528-1167.2012.03559.x"
"26606849","High-Frequency Stimulation at the Subthalamic Nucleus Suppresses Excessive Self-Grooming in Autism-Like Mouse Models","Chang AD, Berges VA, Chung SJ, Fridman GY, Baraban JM, Reti IM.","Neuropsychopharmacology. 2016 Jun;41(7):1813-21. doi: 10.1038/npp.2015.350. Epub 2015 Nov 26.","Chang AD","Neuropsychopharmacology","2016","2015/11/27","PMC4869050","","10.1038/npp.2015.350"
"31624228","Gene network analysis reveals a role for striatal glutamatergic receptors in dysregulated risk-assessment behavior of autism mouse models","Oron O, Getselter D, Shohat S, Reuveni E, Lukic I, Shifman S, Elliott E.","Transl Psychiatry. 2019 Oct 17;9(1):257. doi: 10.1038/s41398-019-0584-5.","Oron O","Transl Psychiatry","2019","2019/10/19","PMC6797764","","10.1038/s41398-019-0584-5"
"18563458","Heterogeneous dysregulation of microRNAs across the autism spectrum","Abu-Elneel K, Liu T, Gazzaniga FS, Nishimura Y, Wall DP, Geschwind DH, Lao K, Kosik KS.","Neurogenetics. 2008 Jul;9(3):153-61. doi: 10.1007/s10048-008-0133-5. Epub 2008 Jun 19.","Abu-Elneel K","Neurogenetics","2008","2008/06/20","","","10.1007/s10048-008-0133-5"
"26819149","Reduction in parvalbumin expression not loss of the parvalbumin-expressing GABA interneuron subpopulation in genetic parvalbumin and shank mouse models of autism","Filice F, Vörckel KJ, Sungur AÖ, Wöhr M, Schwaller B.","Mol Brain. 2016 Jan 27;9:10. doi: 10.1186/s13041-016-0192-8.","Filice F","Mol Brain","2016","2016/01/29","PMC4729132","","10.1186/s13041-016-0192-8"
"26914612","Brief Report: Sensory Reactivity in Children with Phelan-McDermid Syndrome","Mieses AM, Tavassoli T, Li E, Soorya L, Lurie S, Wang AT, Siper PM, Kolevzon A.","J Autism Dev Disord. 2016 Jul;46(7):2508-13. doi: 10.1007/s10803-016-2754-0.","Mieses AM","J Autism Dev Disord","2016","2016/02/26","","","10.1007/s10803-016-2754-0"
"23225497","Cerebellar and posterior fossa malformations in patients with autism-associated chromosome 22q13 terminal deletion","Aldinger KA, Kogan J, Kimonis V, Fernandez B, Horn D, Klopocki E, Chung B, Toutain A, Weksberg R, Millen KJ, Barkovich AJ, Dobyns WB.","Am J Med Genet A. 2013 Jan;161A(1):131-6. doi: 10.1002/ajmg.a.35700. Epub 2012 Dec 7.","Aldinger KA","Am J Med Genet A","2013","2012/12/11","PMC3733662","NIHMS450403","10.1002/ajmg.a.35700"
"18728070","Autistic phenotypes and genetic testing: state-of-the-art for the clinical geneticist","Lintas C, Persico AM.","J Med Genet. 2009 Jan;46(1):1-8. doi: 10.1136/jmg.2008.060871. Epub 2008 Aug 26.","Lintas C","J Med Genet","2009","2008/08/30","PMC2603481","","10.1136/jmg.2008.060871"
"28741620","Altered neurogenesis and disrupted expression of synaptic proteins in prefrontal cortex of SHANK3-deficient non-human primate","Zhao H, Tu Z, Xu H, Yan S, Yan H, Zheng Y, Yang W, Zheng J, Li Z, Tian R, Lu Y, Guo X, Jiang YH, Li XJ, Zhang YQ.","Cell Res. 2017 Oct;27(10):1293-1297. doi: 10.1038/cr.2017.95. Epub 2017 Jul 25.","Zhao H","Cell Res","2017","2017/07/26","PMC5630686","","10.1038/cr.2017.95"
"32895524","A standardized social preference protocol for measuring social deficits in mouse models of autism","Rein B, Ma K, Yan Z.","Nat Protoc. 2020 Oct;15(10):3464-3477. doi: 10.1038/s41596-020-0382-9. Epub 2020 Sep 7.","Rein B","Nat Protoc","2020","2020/09/08","","","10.1038/s41596-020-0382-9"
"19718887","[Autism: more evidence of a genetic cause]","Bourgeron T, Leboyer M, Delorme R.","Bull Acad Natl Med. 2009 Feb;193(2):299-304; discussion 304-5.","Bourgeron T","Bull Acad Natl Med","2009","2009/09/02","","",""
"21984749","Association between deletion size and important phenotypes expands the genomic region of interest in Phelan-McDermid syndrome (22q13 deletion syndrome)","Sarasua SM, Dwivedi A, Boccuto L, Rollins JD, Chen CF, Rogers RC, Phelan K, DuPont BR, Collins JS.","J Med Genet. 2011 Nov;48(11):761-6. doi: 10.1136/jmedgenet-2011-100225. Epub 2011 Oct 7.","Sarasua SM","J Med Genet","2011","2011/10/11","","","10.1136/jmedgenet-2011-100225"
"21378602","Novel variants of the SHANK3 gene in Japanese autistic patients with severe delayed speech development","Waga C, Okamoto N, Ondo Y, Fukumura-Kato R, Goto Y, Kohsaka S, Uchino S.","Psychiatr Genet. 2011 Aug;21(4):208-11. doi: 10.1097/YPG.0b013e328341e069.","Waga C","Psychiatr Genet","2011","2011/03/08","","","10.1097/YPG.0b013e328341e069"
